url,pr,tic,title,trafic
http://nsk-santeh.ru/,-1,20,nsk-santeh.ru,1299
http://vitron.ru/,0,0,Vitron,55
http://www.wmruletka.com/,1,10,"Онлайн казино на webmoney",12990
http://evgeniygrinev.com/,0,0,"Блог Евгения Гринёва",478
http://artmetall-zavod.ru/,3,0,Артметалл,589
http://www.my-skype-lesson.ru/,1,0,"Урокого английского по скайпу",22351
http://ceosearch.ru/,0,0,"SEO конкурс в Артокс. Блог Рэджа",8
http://www.oknov.by/,0,10,"Окна ПВХ в Минске",102
http://mebel-pavlov.com/,0,0,"Дом мебели Павлова – мебель на заказ, спальни, матрацы, гостиные, стулья, столы,",1506
http://dadut.info/,0,0,dadut.info,4
http://kasa-mare.ru/,-1,0,"Пластиковые окна, двери в Одессе",11
http://sportdieta.ru/,0,0,"Спортивная диета",45
http://www.photoimpulse.ru/,0,0,"www.photoimpulse.ru : : фотомастерская",3
http://www.nicespo.ru/,0,0,"Модная спортивная обувь нового сезона, кроссовки air max, детская спортивная обу",23
http://www.vipstrahovanie.ru/,1,0,"Страховая компания ""V.I.P Insurance"" - все виды страхования. Скидки",3
http://diesel-part16.ru/,-1,0,diesel-part16.ru,39
http://www.lux-door.ru/,0,20,LuxDoor,13
http://nkdomomaster.ru/,0,0,"Домашний мастер",358
http://www.atb.kz/,2,10,"ТОО ""Азия Тураби""",349
http://s-tv.pp.ua/,-1,0,"Український сайт цікавинок та гумору",332
http://grandcarat.ru/,0,10,"Интернет магазин свадебной и вечерней бижутерии и аксессуаров ""Гранд Карат""",400
http://техосмотр-тверь.рф/,1,30,"Приглашаем жителей Твери пройти Техосмотр на станциях Центр-Сервис Солекс",83
http://mobi4mp.ru/,0,0,"ФИЛЬМЫ МР4/3GP-СКАЧАТЬ БЕСПЛАТНО",15
http://ktoestkto.ru/,2,60,"ktoestkto.ru - биографический ресурс, биографии, интервью, анкеты, СМИ",7269
http://www.holidaysinlloretmar.com/,-1,10,holidaysinlloretmar,131
http://www.sectv.ru/,2,275,"Tral Agent - онлайн видеонаблюдение через Интернет",47
http://plitkamos.ru/,0,0,"Производство и продажа тротуарной плитки ""СтройИнжДом"". Москва и МО",425
http://booksreadr.org/,-1,0,"Books Readr",19189
http://x15team.com/,-1,0,"X15Team Forum",981
http://4life-rf.ru/,-1,0,4life,3
http://veselon.ru/,1,0,"Веселон - продукты оптом в Дагестан!",28
http://rufireworks.ru/,2,20,"RUF fireworks -  Салюты и фейерверки. Пиротехнические шоу",131
http://www.mipokupaem.ru/,0,0,"Нижегородский портал ""Мы покупаем""",9
http://amwaychel.narod.ru/,-1,0,"Независимый предприниматель «Amway»",27
http://standart-ek.ru/,0,0,"Обувь от производителя из Санкт-Петербурга",242
http://www.peltonen.ru/,0,0,"Беговые лыжи и одежда Peltonen",77
http://www.kaskoproexpert.ru/,0,0,Kaskoproexpert.ru/,24
http://консул-авто.рф/,0,20,консул-авто,628
http://mastrukova.ru/,0,0,"Батик в подарок от Натальи Маструковой",18
http://www.photo-spirit.ru/,1,0,"Фотогалерея Photo-spirt.",3
http://slimehouse.ru/,1,0,"Слимкин блог",11
http://florens.ru/,0,10,"Компания ФЛОРЕНС",531
http://profesional.pp.net.ua/,-1,0,"Анекдоты от Profesional",115
http://www.prigunki.com.ua/,0,0,"1. 1 Детские прыгунки первый тренажер для ребенка. Киев - интернет-магазин",566
http://www.tavatuy.ru/,1,10,Таватуй,2078
http://fitnesskurs.com.ua/,0,0,"Курсы по фитнесу",181
http://zdorovyachok.org/,0,0,Здоровячок,363
http://corptelesys.ru/,2,0,"Корпоративные ТелеСистемы",450
http://www.rfcda.ru/,3,300,"Центральный Дом Актера",10
http://excalibur.com.ua/,0,0,"Портал о создании и продвижении сайтов :: EXCALIBUR",103
http://wealthmoney.ru/,1,20,"Wealthmoney.ru - новости мира финансов, высоких технологий, инвестиции, банки",380
http://guidehealthlife.ru/,0,0,"Guidehealthlife.ru | Руководство здорового образа жизни",12
http://www.interplast-plus.ru/,2,10,"ООО ""Интерпласт Плюс"" - кузовной ремонт в Нижнем Новгороде",600
http://mynewspaper.ru/,1,20,"Польза и вред на пути к здоровой жизни",16
http://zfjentgsff.sp-serial.ru/,-1,0,zfjentgsff.sp-serial.ru,83
http://www.hondaportal.ru/,0,0,"Honda. Тематический портал.",9
http://mbmstroy.ru/,0,20,MBMstroy.ru,330
http://dg-liberty.ru/,0,0,"Дизайн-группа Либерти",19
http://neurologic.ru/,1,0,"Информационный неврологический портал",3432
http://mazrostov.ru/,1,0,"Официальный дилер МАЗ в Ростове-на-Дону",1307
http://www.mycitroen.ru/,2,10,"Психологические типы",29
http://optika-optom.com/,0,0,"Оптика оптом Екатеринбург",62
http://yakutsk.matress.ru/,2,0,"Якутский интернет-магазин матрасов",188
http://www.itnotebook.ru/,3,0,ITnotebook,3587
http://oblivions.info/,1,10,"The Elder Scrolls IV Oblivion",886
http://www.bsicompany.ru/,0,0,"компания БелСтройИмпорт",53
http://torgstal.ru/,0,0,"Продажа металлопроката и металлоизделий",2361
http://razstore.ru/,0,0,"RazStore интернет-магазин сумок и аксессуаров",317
http://pytiminutka.ru/,-1,0,"Женский самоучитель по бизнесу",431
http://спиши-гдз.рф/,0,0,"ГДЗ помощь в учебе",415
http://uxus.net/,0,0,"SEO, партнерки, заработок в интернете, выбор хостинга",109
http://lfkkursk.ru/,1,0,"Центр  медицинского массажа и ЛФК",5
http://mba.ru/,4,550,"Программы MBA от Moscow Business School",75561
http://center-mpi.ru/,-1,0,"Медико-психологический центр индивидуальности",3
http://pcgamesportal.ru/,0,0,pcgamesportal,10
http://www.уличноетакси.рф/,-1,10,"Такси, экскурсии, трансферт, Санкт-Петербург",445
http://remont-moskva.su/,-1,0,http://www.remont-moskva.su,12
http://finanalitic.narod.ru/,-1,0,"Заработок на валютном рынке",9
http://www.thailandmir.ru/,3,0,"Моя жизнь и мой дом в Таиланде, все о Паттайе.",6
http://centrcrn.3dn.ru/,-1,0,"Бизнестрейдгрупп - стратегический менеджмент учебник Читать онлайн.",18
http://gomeopat.kz/,0,10,"ТОО Казахстанский гомеопатический медицинский центр",709
http://mirosnet.ru/,2,0,"Кино трейлеры, описание, актеры, новости",5
http://lightty.livejournal.com/,3,0,"Свет пришел в мир",215
http://lefstroy.ru/,0,10,"Строительство домов. Устройство фундаментов.",6
http://www.altpack99.ru/,1,20,"Упаковочные материалы, пленка, пакеты, одноразовая посуда",1030
http://радар-лидер.необрокер.рф/,0,0,"СКБ Радар-Лидер",10
http://osipovs.ru/,0,10,t-nasos,421
http://1trash.net/,2,0,"Один треш",1483
http://www.u-lekar.ru/,1,0,"Твой мудрый лекарь",157942
http://amdinfo.ru/,0,0,"AMD – Полезная информация и новости о продуктах",35
http://hatsnhl.ru/,-1,0,"Интернет-магазин бейсболок NHL",650
http://ksusha-club.ru/,1,0,"Ксю'шин Клуб негламурный женский альманах",32453
http://petralum.ru/,3,70,"ООО ""Петралюм"" завод алюминиевых конструкций и обработки стекла",5689
http://www.fidep.com,0,0,"ФИДЕП - социальная сеть",1
http://www.prodat-garazh.ru/,0,0,"Продать Гараж",2
http://shop-avito.ru/,-1,0,"АВИТО Магазин",2
http://polska.sitecity.ru/,0,0,"БЕСПЛАТНЫЕ ЗНАКОМСТВА  С ПОЛЯКАМИ - ЗНАКОМСТВА В ПОЛЬШЕ",2
http://www.argcrb74.ru/,0,0,"Аргаяшская центральная районная больница",318
http://the-dark-knight-rises-film.ru/,0,0,"фильм  Темный рыцарь: Возрождение легенды",12
http://adult-dating-portal.com/,1,0,"Портал Знакомств для Взрослых. Для секса, интима, оргазма",16
http://vimall.ru/,0,0,"Vimall - интернет-магазин цифровых товаров",10
http://liex.my1.ru/,-1,0,liex,4
http://vcalvine.ru/,0,0,"Трусы Calvin Klein",18
http://www.geprint.ru/,1,0,"Развлекательный мега-портал",205
http://gsm-lux.ru/,1,0,"GSM-LUX.ru: ремонт сотовых телефонов и ноутбуков",221
http://topomaps.ru/,0,80,"Портал о геодезии и картографии Topomaps",963
http://automix.clan.su/,-1,0,"Годовалые автомашины за половину цены",334
http://samniva.com/,0,0,"Самарская Нива",326
http://www.sapsanspb.ru/,1,20,"GSM сигнализации, видеонаблюдение, монтаж",2944
http://www.webcreativestudio.com/,3,0,"WebCreativeStudio.com - разработка профессиональных веб-решений",636
http://www.kakstatoratorom.ru/,0,0,"как стать оратором",395
http://470401.ru/,0,0,"Potolkoff - натяжные потолки",3
http://ruspaint.ru/,0,0,"Энциклопеция русских художников",40
http://www.emspost.net/,0,0,"Сайт отзывов о работе EMS почты",1329
http://hes-tlt.narod.ru/,0,0,ХИМЭНЕРГОСТРОЙ,56
http://nooq.ru/,-1,0,"Проект NOOQ",5
http://autoactive.neobroker.ru/,-1,0,"АВТОБАГАЖНИКИ И АВТОАКСЕССУАРЫ, магазин автотоваров",2
http://psy-ag.ru/,-1,0,"Помощь психолога",21
http://profikolor.ru/,-1,0,"Салон Красоты ПрофиКолор",65
http://www.sinef.com/,1,0,"«Синеф-Инжиниринг». управлению промышленными инвестиционными проектами",532
http://mirfutbolok.com.ua/,0,0,"Интернет магазин прикольных футболок",695
http://www.kontur-gr.ru/,3,190,"Частное охранное предприятие: охрана объектов в Москве, личная безопасность",2131
http://anolitantisept.com.ua/,0,0,anolitantisept,51
http://www.poliquartz.ru/,0,0,"Плитка тротуарная, брусчатка, полимерпесчаная черепица, производство тротуарной плитки",22
http://vampsatanelle.ucoz.ru/,-1,0,vampsatanelle.ucoz.ru,63
http://ttrans-group.com/,-1,0,ТЕХНОТРАНС,2
http://sadik14.ru/,2,10,"МАДОУ  Детский сад № 14 общеразвивающего вида",938
http://www.tmc-mice.ru/,0,10,"Travel Management Consulting, MICE-департамент",15
http://eroskachatknigi.ucoz.ru/,-1,0,"Скачать Бесплатные Игры - Главная страница",4
http://brjunetka.ru/,3,0,"Блог брюнетки",772485
http://hanyrik.ru/,2,0,"Северная Жемчужина Ханна",355
http://dorkomplekt.neobroker.ru/,-1,0,"ООО Доркомплект",1
http://obed-doma.com/,0,0,"Обед дома",11606
http://shinshillu.ru/,0,0,Шиншиллы,12
http://portal-sound.ru/,0,0,"Dj оборудование. Создание музыки. Midi клавиатуры",12
http://www.brahiterapija.ru/,0,0,Брахитерапия,119
http://blogtourist.com.ua/,0,0,"Блог украинского туриста",84
http://maskadlyalitsa.ru/,2,30,"Маски для лица",8
http://www.ogvp-omsk.ru/,1,0,"Проектная организация ОАО Омскгазводпроект",61
http://sms.geniuslab.su/,-1,0,"Анонимная отправка СМС с подменой номра",177
http://www.mindcares.ru/,0,0,mindcares,255
http://paroplast.com/,-1,0,"Паропласт - производитель листового пенопласта",442
http://fxpitdr.narod.ru/,-1,0,"Заработай на бетмаркет",16
http://sovinca.com/,0,0,Sovinca,64
http://just-sport.ru/,1,0,"Интернет-магазин спортивных и детских товаров ДжастСпорт, Екатеринбург",3
http://spaceuniverse.ru/,1,0,"Space Universe",85
http://koufukugyo.ebo.jp/,3,0,"副業/高収入 宣伝掲示板",37
http://mn7.ru/,-1,0,"МЕБЕЛЬНЫЙ ИНТЕРНЕТ-МАГАЗИН ""7 ДНЕЙ""",36
http://fishing.bl.ee/,-1,0,fishing.bl.ee,39
http://brnrazbor.ru/,0,0,"Запчасти Барнаул",857
http://kalkulyatoronline.ru/,2,0,"Калькулятор онлайн - бесплатный калькулятор",52355
http://www.staroyobivke.net/,1,10,"Перетяжка мягкой мебели",1061
http://www.pgtours.ru/,0,0,pgtours.ru,651
http://allagerc.ru/,1,0,"Ольга Гера - поэзия и авторская песня",91
http://www.specteh.webstolica.ru/,-1,0,"СРОЧНЫЙ ВЫКУП СТРОИТЕЛЬНОЙ СПЕЦТЕХНИКИ.(БАШЕННЫЕ КРАНЫ, АВТОКРАНЫ, ЭКСКОВАТОРЫ)",9
http://ekoskit.ru/,0,10,ЭкоСкитЪ,88
http://shkaf-by.com/,0,0,"ИП Михеев П.В.",63
http://gizamix.uz/,1,10,"Gizamix   сухие смеси, строительные  материалы",23
http://mirsell.ucoz.ua/,1,0,"3G MiRsell",15
http://maksipolinovcy.ucoz.ru/,3,10,Максиполиновцы,217
http://domashniirbet.ucoz.ru/,-1,0,"Презентация тренинг - анкета для тренинга.",3
http://stolnikov-motors.ru/,1,0,"Место нахождение человека по сотовом",814
http://www.alawar-zone.ru/,0,0,alawar-zone,5
http://lentadeneg.ru/,1,0,"LentaDeneg - информационный ресурс, от истории до реальных идей!",2000
http://www.antique-mebel.ru/,0,0,"Мебель на заказ: состаренная мебель из дерева сосны, деревянные интерьеры кафе",524
http://oleg-fedotov.ru/,1,0,"Олег Федотов певец исполнитель шансона. Шансонье Самара. Ведущий тамада в Самаре",53
http://www.emailtreatment.com/,2,0,"Лечебно-диагностический комплекс нового тысячелетия.",8
http://www.mirpetel.ru/,0,0,"Мир петель",424
http://eremex.ru/,3,80,"TopoR - Редактор топологии и автоматический топологический трассировщик",846
http://bookletsrus.com/,-1,0,"Книги по религии",6
http://bmebel.net/,0,0,"БИЗНЕС-МЕБЕЛЬ группа мебельных компаний",1611
http://туризмпороссии.рф/,0,0,"Туристическое агентство ""ПРЕСТИЖ""",24
http://vkuj.com/,0,0,"Путешествие по Нью-Йорку",45
http://simple-pro.com/,3,250,"Simple Pro. Лабораторная мебель",5508
http://www.alfabud-service.kiev.ua/,0,0,"АльфаБуд Сервис 2000",24
http://medno.blogspot.com/,0,0,"Новости медицины",12
http://ttmagazin.ru/,0,0,"Офисное банковское полиграфическое оборудование Интернет магазин",184
http://www.my-door.ru/,0,10,www.my-door.ru,143
http://говорун-курсы.рф/,-1,0,"Курсы иностранных языков ""Говорун""",141
http://www.sto-mast.ru/,0,0,"ООО «Сто-Маст»",5
http://a-pricep.ru/,2,10,"Арива - легковые прицепы для перевозки грузов, снегоходов, квадроциклов, лодок",34
http://futureecolife.com/,-1,0,"Sergio Bog",10
http://v-donsk.ru/,0,0,v-donsk.ru,91
http://xbb.uz/,3,90,"Открытый проект xBB",20921
http://krasota.jimdo.com/,0,0,"Марина: стихи* песни* рассказы* фотографии",27
http://www.stomatologicheskoe.ru/,1,0,"Стоматологическое оборудование",89
http://www.geohair.ru/,0,10,"Прически,стрижки,волосы - фото причесок.",6175
http://start-page.ru/,2,0,"Стартовая страница интернета",5172
http://vilnikrila.in.ua/,-1,10,"«Вільні крила» - Туризм и Путешествия",3068
http://rosiehuntingtonwhiteleynude.cecibo.com/,2,0,http://rosiehuntingtonwhiteleynude.cecibo.com,6
http://socioniki.net.ru/,2,0,"Общество Анонимных Социоников",1010
http://jourclub.ru/,3,170,"Учебная литература, электронные учебники, каталог статей",40130
http://2gruz.ru/,0,0,2gruz.ru,10
http://ibizavip.ru/,0,0,"IBIZA VIP - Элитный отдых на острове Ибица. Арендовать роскошную виллу, яхту.",4
http://uralsvet-r.neobroker.ru/,-1,0,"ООО УралСвет-Р",3
http://www.nikolai-kozlov.narod.ru/,1,10,"Сайт творчества Николая Козлова",113
http://великолепна.рф/,-1,0,"женский сайт",2
http://cofttzko.my1.ru/,-1,0,cofttzko,14
http://petec-spb.ru/,0,0,"ООО ""ПЕТЭК""",12
http://www.shop-leipzig.de/,2,0,"Online Shop Preissuchmaschine Preisvergleich",165
http://www.edudomoi.ru/,0,0,"Переезд в Россию на ПМЖ",254
http://www.bank56.ru/,1,0,"Банки Оренбург",9
http://www.trlog.narod.ru/,0,0,"ПК ""ТрансЛогистик SOFT""",170
http://www.omskrusdeutsch.ru/,1,20,"Информационный портал российских немцев г. Омска",8
http://fokus-pokus.com/,0,0,"Самые известные и популярные фокусы в мире.",4
http://hotel.minisite.ru/,1,0,"мини-отель ПЕНТХАУС",44
http://www.b-k.com.ua/,3,20,"Будинок клоунiв",535
http://cashsite.ru/,-1,0,"Заметки PHP-кодера",3
http://f-angels.ru/,1,0,"Клан-сайт Fallen Angels",54
http://1chance.ru/,3,0,"Доска объявлений 1CHANCE.RU",313
http://www.blog-castcom.ru/,1,0,"Корпоративный блог CASTCOM",69
http://www.santech1.ru/,0,0,"интернет магазин качественной сантехники",4989
http://marketingvow.ucoz.com/,-1,0,"Открыть эффективный бизнес проект - бизнес план под заказ.",10
http://young-office.ru/,2,20,"Детская мебель moll",202
http://prukarpattya.at.ua/,1,0,"Дошка оголошень Прикарпаття",64
http://ir-18.ru/,-1,0,"ООО ""Творческое объединение ""Индустрия развлечений""",335
http://forexearthrobot.com/,1,0,"Forex Earth Robot - The Robot That You Tell How Much To Make. Buy Forex Earth Ro",636
http://kislovodskforum.ru/,0,0,"Форум Кисловодска - форум города Кисловодск",259
http://segwayrf.ru/,0,0,"Сегвей РФ",36
http://finbrok.ru/,0,0,"Финброк - бюджетный автомат",191
http://zoomir62.ru/,-1,0,"Зоомир Рязань",21
http://danaj.ru/,1,0,даная,2989
http://татэкспосервис.рф/,1,30,ТатЭкспоСервис,118
http://potreb-nadzor.ru/,1,0,"Служба Защиты Прав Потребителей",5858
http://slavmarka.neobroker.ru/,0,0,"Белита-Витэкс, магазин косметики",15
http://www.steady-doors.ru/,0,0,"Steady-Doors.Ru - продажа и установка металлических дверей в Москве.",262
http://tv-zone.org/,-1,0,"TV-ZONE.org — фильмы и сериалы онлайн",31
http://aitmatov.kg/,-1,0,Айтматов,1156
http://more-msk.ru/,4,650,"More- купальники, парео и пляжная одежда из Италии",1922
http://www.dreamdraw.ru/,1,0,"DreamDraw.ru веб дизайн",4673
http://www.puteshop.ru/,2,325,"GPS навигаторы, автомобильные и портативные навигаторы - PuteShop",30489
http://historyculture.ru/,0,0,"История культуры",431
http://avtokotlas.ru/,-1,0,"ООО ""КИТ""",461
http://alkogo-problem.ru/,1,0,"Алкогольные проблемы",165
http://mediamir.at.ua/,-1,0,"Фильмы онлайн",3
http://www.orhidei-life.narod.ru/,1,10,"Петербургская орхидея из Реука Лайф",88
http://privat-agent.at.ua/,0,0,"Агент приватбанка",68
http://www.instruction.businessvinternet.ru/,0,0,"Пошаговая инструкция по созданию бизнеса в интернете",69
http://7lm.ru/,0,0,Книги,8
http://karapuzdom.ru/,0,0,Nataliaben,7
http://zabryanskaya.ru/,0,0,"Фотограф - Забрянская Ольга",3
http://tmxxi.nm.ru/,3,20,"Компания ТМ 21 Производство мебели",2
http://www.hbp.polish.ru/,0,0,"HBP тренажеры спортивное оборудование фитнес фирма в Польше",8
http://f-partnerka-teyc.ru/,-1,0,"партнерская программа дилингового центра",6
http://tools365.ru/,0,0,"Tools365 интернет магазин инструментов",8
http://shchukin-vlad.livejournal.com/,4,130,"очаг поражения головного мозга",47
http://admship.ru/,4,190,"ОАО ""Адмиралтейские верфи""",16231
http://www.childapr.ru/,0,0,"Детские игрушки, товары для детей - купить/продать товары для детей и игрушки.",5
http://www.novoskol.ru/,-1,0,"Форум города Новый Оскол",6
http://citytelecom.ru/,3,375,"Citytelecom - интернет провайдер",3008
http://ukr-razborka.ucoz.ru/,0,0,"Автомобильная разборка BMW,запчасти BMW",9
http://www.stroykat.com/,4,275,"Строительный портал Stroykat",97386
http://femmearabe.info/,-1,0,"femme arabe",15
http://softpirat.net/,-1,0,softpirat.net,3
http://skaterka.info/,1,0,"Вкусные рецепты",170
http://ukrnerudprom.com.ua/,1,0,http://ukrnerudprom.com.ua/,74
http://www.rusmedcenter.ru/,0,0,"Медицинский центр ""РусМедЦентр""",241
http://www.ratingbank.ru/,0,0,"Народный рейтинг банков г. Москвы",34
http://controlclimate.ru/,0,10,"Лучшая стоимость кондиционеров, продажа кондиционеров москва, купить кондиционер",83
http://www.vulkaninfo.ru/,0,0,"Вулканинфо: всё о вулканах и извержениях , координаты, типы и высота",3385
http://buket-nevest.ru/,-1,0,"Букет невест - свадебный портал",29
http://www.gymrostov.ru/,1,10,"GYM-Джим фитнес-клуб",4
http://zbert.ru/,2,0,"Всё для вебмастера, для Ucoz",111
http://www.mucor-piter.ru/,-1,0,"Вывоз мусора СПБ",34
http://www.orphey.com.ua/,1,0,"Центр развития ОРФЕЙ",667
http://kirpichi174.ru/,0,0,"СПЕЦСТРОЙ (Челябинск): Кирпич, ЖБИ, пеноблок. Доставка. Купить в Челябинске",217
http://www.top5-10.ru/,2,0,"Продвижение сайта и Раскрутка сайта",145
http://www.holod-kubani.ru/,1,0,"Холод Кубани",5
http://freenero.info/,-1,0,"Программа Nero",19
http://zodctiy.ru/,0,0,"Блог про путишествия",19
http://stis.kh.ua/,1,0,"Интернет-магазин бытовой химии",2313
http://mf72.ru/,1,0,"МФ Сибкомплектстрой - септики в Тюмени",21
http://студия-премьера.рф/,0,0,"Студия эстрадного мастерства",46
http://www.metallprof.com/,0,0,"Металлообработка, шелкография, фрезеровка",32
http://www.megapolis8.ru/,0,0,"ООО""Мегаполис"" Продажа ламината,ковролина,линолеума,сухие смеси CERESIT",1315
http://svetilnici-spb.ru/,0,0,"Установка , монтаж и подключение светильников",38
http://vip-beststroy.ru/,-1,0,"Материалы для строительства и благоустройства коттеджей",5
http://odejdakitay.ru/,0,0,"Одежда из Китая",15
http://ussuri-ltd.com/,1,350,"""Уссури"" - оборудование для порошковой окраски",355
http://cshome.ru/,-1,0,"CShome - портал о игре Counter-Strike 1.6",5
http://spc-prospect.ru/,-1,0,"Сибирская Правовая Компания ""Проспект""",49
http://mobile.baaza.ru/,2,0,"Каталог мобильных телефонов",491
http://www.sims3.su/,0,0,"The Sims 3 - ÐÐ¾Ð¿Ð»Ð¾ÑÐ°Ð¹ Ð¼ÐµÑÑÑ",7
http://billiard-profi.com.ua/,0,0,"Бильярдные столы, теннисные столы, сейфы, Магазин в Запорожье",105
http://metalloloms.ru/,4,0,ОРИСПРОМ,7
http://consultsis.ru/,1,0,"Компания Консалтинг Сервис Интерстандарт",44
http://www.tvkolik.net/,3,0,canlıtv,6
http://denegvalom.blogspot.com/,0,0,"ЗАРАБОТАТЬ В ИНТЕРНЕТЕ - ЭТО РЕАЛЬНО!!!",141
http://www.12mpx.ru/,4,0,"Фотограф Валентин Гревцов",976
http://porsche-akpp.ru/,0,0,"Ремонт акпп Порше, Ленд Ровер, Ягуар, Мазерати",63
http://skript.h18.ru/,1,0,"Скачать скрипты бесплатно!",8
http://optdengi.ru/,1,0,"Мегамаркет банкнот и монет всех стран мира - optdengi.ru",741
http://www.spbtricolor.ru/,1,0,"Триколор ТВ - бесплатное спутниковое телевидение Санкт-Петербург",3241
http://www.rusbizmet.ru/,0,0,"www.rusbizmet.ru - Оптовые поставки стального и оцинкованного металлопроката",162
http://www.rst.by/,3,20,"Ремонт ноутбуков компьютеров принтеров в Минске Беларусь",8
http://www.suzdalwelcome.ru/,0,0,"суздаль отдых",204
http://allforchildren.ru/,5,500,"Все для детей",1967751
http://www.upik.ucoz.ru/,0,0,"Кафедра УПиК Академии ФСИН России",256
http://vrnelectro.ru/,1,50,"Интернет магазин электрики",1668
http://www.pusk-spb.ru/,0,0,"Электромонтажные работы - ООО Пуск",145
http://kiselevam.ru/,0,0,"Дизайн и пошив одежды",11
http://rabotasuper.ru/,0,0,"Работа Супер!",88
http://kit1980.ru/,0,0,"Сайт программиста",78
http://nedster.ru/,0,0,"Недвижимость Стерлитамака",88
http://forbo.compol.ru/,0,0,"Напольные покрытия Forbo",52
http://tvby.ru/,0,0,"Сервер белорусских радиолюбителей и электронщиков.",8
http://lossless.mybb.ru/,-1,0,"Lossless Music",703
http://leningradwalks.su/,1,0,"Прогулки по Ленинграду",78
http://уралфорекс.рф/,0,0,"Уралфорекс. Представительство Broco в Екатеринбурге",14
http://www.13home.ru/,3,0,"Недвижимость Саранска",82
http://www.sstroika.ru/,0,0,"Энергоэффективность экодома, теплоснабжение, водоснабжение и канализация",8
http://arabeska.su/,0,0,"Компьютерная вышивка на заказ Ремонт одежды Украшение интерьера г. Санкт-Петербу",37
http://avon-love.ucoz.ru/,-1,0,"Avon Башкортостан Оренбург",23
http://cool-aa.at.ua/,1,0,"Наш Червоноград",669
http://up-file.org.ru/,0,0,"Скачать бесплатно фильмы игры музыку без регистрации!",4
http://novagos.ru/,-1,0,"Свежие новости из различных источников",6
http://www.amurpravda.ru/,4,0,"газета ""Амурская правда""",1669
http://amishko.com/,1,0,"Мишко Александр, фотограф в Днепропетровске",222
http://top-co.ru/,0,10,"Мировые компании, отзывы, статьи, комментарии. TOP-co",5972
http://tutstroim-sami.ru/,0,0,"Тут строим сами",115
http://orilife.kz/,1,0,"Консультант Орифлэйм",1292
http://www.svadba-obninsk.info/,2,0,"Свадебный портал г.Обнинска",2901
http://www.caprizcasino.com/,1,0,caprizcasino.com,8
http://www.lefspb.ru/,0,0,"ЛЕФ - аварийно-техническое обслуживание организаций",102
http://www.mt-vent.ru/,2,140,"Изготовление и монтаж воздуховодов из оцинкованной стали - ООО МТ",916
http://balalaika.org.ua/,1,0,"Балалайка.org.ua - ноты для балалайки, литература, mp3, видео",457
http://gorodevpatoriya.livejournal.com/,-1,0,http://gorodevpatoriya.livejournal.com/,70
http://vashpitomec.info/,-1,0,"Ваш питомец",29
http://linezero.ru/,0,0,"Скачать софт бесплатно",12
http://e-krim.com/,1,0,"Отдых в Евпатории",16
http://newlifeorto.ru/,0,0,"Сеть ортопедических салонов Нью Лайф",176
http://sungat.ru/,3,40,Мафия,10370
